OrderNo,PostalSector,CustomerType,CustomerId
211778962,64,Individual,63140140511
211847701,54,Individual,728906682759
211852766,38,Individual,45972568377
211862001,53,Individual,535709859032
211882617,69,Individual,893821295912
211901024,31,Individual,994286296436
211933313,54,Individual,272355730947
211971933,31,Individual,491622911897
211981088,57,Individual,195947763313
212004461,38,Individual,948696612731
212078393,64,Individual,813869627858
212098166,48,Corporate,876144968531
212155844,76,Individual,253900437160
212214010,18,Individual,975721045133
212221213,76,Individual,914745855137
212267765,57,Individual,4670177502
212350065,38,Individual,108062690097
212407040,65,Individual,598591097665
212424653,47,Individual,557022032452
212448127,54,Individual,249439228864
212476636,38,Individual,934950054444
212495293,64,Individual,884314591598
212504252,52,Individual,940126420438
212513343,68,Individual,282850595501
212584019,54,Individual,8369706164
212605916,13,Corporate,987553997723
212607402,38,Individual,37040158097
212778949,61,Individual,477082911414
212812372,31,Individual,5843319607
212819450,28,Individual,118224783359
212877788,43,Individual,691166008935
212881097,47,Individual,670728354667
212925238,57,Individual,565988665813
212941975,76,Individual,544065369476
212953621,63,Corporate,512685304685
213022695,35,Individual,949871276041
213040484,12,Individual,360899212098
213081536,33,Individual,717372612590
213096629,64,Individual,580388604231
213179893,52,Individual,483788482374
213187226,47,Individual,659396925291
213202736,59,Individual,452650144018
213209101,52,Individual,870984587027
213248763,45,Individual,452889377797
213262420,36,Corporate,44220462518
213287929,14,Individual,960046924931
213293895,23,Individual,606561233335
213359955,24,Individual,892495486948
213409951,79,Individual,63641560793
213414643,51,Individual,993490272413
213430518,36,Individual,216048093322
213444805,10,Individual,619788552878
213452399,12,Individual,77083137171
213502902,73,Individual,159933547896
213561970,16,Individual,259926823385
213699767,53,Individual,194511619396
213745719,32,Individual,867580087745
213753703,52,Individual,476877743302
213760991,53,Individual,504156015834
213882188,55,Individual,917980513885
213893644,30,Individual,382633167608
213898180,40,Individual,245831337710
213938610,57,Individual,200495389216
213993202,23,Individual,852949116525
214011961,52,Individual,593606189501
214023689,51,Individual,663790751680
214024053,64,Individual,897557292673
214042847,11,Corporate,906013105935
214051733,73,Individual,749408835561
214053355,46,Individual,693692893702
214087915,75,Individual,323978600842
214099762,48,Corporate,540935254058
214119822,40,Individual,554153177224
214125268,48,Corporate,381405296644
214142635,73,Individual,445855190682
214173760,55,Individual,816675510085
214179251,30,Individual,203403040357
214189082,11,Corporate,654134926357
214206388,28,Individual,724543480843
214217588,24,Corporate,853238066760
214228967,64,Individual,983284842848
214253584,54,Individual,819741092064
214297306,48,Corporate,784995324089
214313618,54,Individual,144915965224
214314612,40,Individual,734372062565
214343178,51,Individual,480212718070
214346868,48,Individual,930374626714
214395729,76,Individual,605297523107
214410989,82,Individual,311470155375
214424166,31,Individual,414512019077
214440671,59,Individual,148256215535
214452667,64,Individual,227682693079
214483367,27,Individual,370078812586
214516326,12,Individual,646517839295
214518891,78,Individual,646689024920
214532041,24,Individual,521261008874
214550740,64,Individual,618104540064
214551879,,Individual,627344523500
214552171,98,Individual,70825159488
214579856,,Individual,941869699326
214662290,99,Individual,229479008888
214692440,15,Individual,633596290814
214711311,42,Individual,598866716818
214750257,62,Individual,144608948347
214755460,53,Individual,830995828752
214776566,,Individual,256878910132
214787833,47,Individual,863770674967
214795303,69,Corporate,194767980814
214847258,60,Individual,844777233063
214861073,64,Individual,990547199473
214948245,39,Corporate,359922680468
215002497,42,Individual,915522775889
215055022,55,Individual,907865940980
215122500,75,Individual,947116323152
215143703,67,Individual,921394197257
215185906,52,Individual,960564411999
215206237,52,Individual,408919067061
215221727,,Individual,142184973323
215284398,57,Individual,243034670949
215301420,68,Individual,181666569720
215302559,62,Corporate,372089120875
215344601,12,Individual,330169237253
215392389,67,Individual,353008375675
215401536,45,Individual,102979871788
215418931,56,Individual,963594441775
215452118,12,Individual,980825896418
215501980,64,Individual,35066271098
215548579,42,Corporate,814882489253
215557471,64,Individual,425714858119
215559869,46,Individual,429057697273
215743855,22,Individual,721914836444
215748258,43,Individual,251544741174
215753575,54,Individual,755857223676
215781355,56,Individual,323923635492
215835496,39,Individual,654181067863
215844425,46,Individual,402931965893
215924962,53,Individual,980910608541
215932107,60,Individual,866636685913
215965267,,Individual,862031995225
215986156,55,Individual,899041585123
216000945,64,Individual,976089772137
216005147,65,Individual,363001965763
216040033,51,Individual,187005142060
216048758,53,Individual,566153510767
216057386,54,Individual,329789493375
216073210,10,Individual,839379288963
216092865,36,Individual,684259470303
216106852,78,Individual,460958701242
216118803,73,Individual,402250988889
216122022,45,Individual,87974125554
216135762,76,Individual,511501198826
216162129,23,Individual,637506484474
216180930,52,Individual,674315307402
216189139,23,Individual,423584419089
216191094,85,Individual,89262280299
216196539,54,Individual,75069779287
216208356,55,Individual,162956559527
216210972,53,Individual,595098292625
216225623,41,Individual,416684148266
216263494,25,Individual,703047084645
216271051,,Individual,63838074378
216291890,75,Individual,273947211155
216306257,54,Individual,776808720311
216337135,40,Individual,526716081342
216362935,50,Individual,593865499432
216371795,60,Individual,86398357234
216371884,46,Individual,661815493453
216404386,26,Individual,951607900731
216415534,56,Individual,593768055294
216429008,52,Individual,532677017073
216430045,41,Individual,247944456915
216430597,30,Individual,970804465217
216457174,41,Individual,933170602139
216503400,40,Individual,195004329519
216549584,40,Corporate,124373132522
216554531,,Individual,539798310644
216568678,30,Corporate,697348209740
216626430,39,Corporate,304587313649
216630766,47,Individual,157229704836
216645560,31,Individual,593163119673
216653356,25,Individual,245101164818
216677777,57,Individual,439537118004
216680477,39,Corporate,695053856889
216691747,80,Individual,483314480664
216772553,31,Individual,846733438199
216787710,58,Individual,271910986440
216791393,75,Individual,690295613040
216808349,42,Individual,757092293580
216819676,43,Individual,636844455794
216842641,42,Individual,74948952127
216919373,68,Individual,245920435156
217027576,79,Individual,424285436120
217035456,64,Individual,345876463891
217042639,46,Individual,91893518143
217151234,54,Individual,237912009545
217215577,43,Individual,455741093747
217270076,68,Individual,159321962747
217319502,38,Corporate,654134926357
217363009,22,Individual,849402932118
217384156,68,Individual,114446455923
217434959,26,Corporate,61824321015
217449742,40,Corporate,650458037050
217519682,52,Individual,640425963394
217554210,59,Individual,78665784845
217592648,31,Corporate,571703087461
217614705,40,Individual,315807788124
217647746,55,Individual,762785314955
217691858,73,Individual,624282761023
217705252,64,Individual,104195732231
217717646,42,Individual,530717579124
217771009,18,Corporate,466832986245
217777468,60,Corporate,580543215877
217814478,39,Individual,706684042877
217815501,38,Individual,670651631190
217843276,46,Individual,827267324489
217885050,22,Individual,502589747024
217933779,64,Individual,644818549166
217959771,11,Corporate,867155488522
217999082,54,Individual,402277122617
218051241,53,Individual,101435712258
218061592,56,Individual,847184357572
218079159,54,Individual,97908322211
218099083,14,Individual,233242043967
218104387,11,Individual,335258844788
218123098,22,Individual,902217464867
218124281,30,Individual,884784903348
218127481,10,Individual,103803799145
218189938,67,Individual,299153261787
218204752,32,Individual,612951415787
218259886,60,Individual,694125001138
218259962,26,Individual,42565138653
218262644,68,Individual,472700934730
218276907,45,Corporate,815703242077
218286874,49,Corporate,63128017414
218350919,54,Individual,75069779287
218356190,12,Individual,458804480415
218401299,42,Individual,200941770354
218418985,37,Individual,48246596525
218431796,56,Individual,17063961450
218436900,54,Individual,229125517973
218458769,54,Individual,841989984260
218504007,42,Individual,909357436374
218506537,68,Individual,691775410112
218525680,29,Individual,285476460299
218558123,68,Individual,299483595677
218628731,11,Individual,259322127432
218662307,13,Corporate,342960867033
218684333,24,Individual,58875558739
218687326,64,Individual,690392409714
218737506,75,Individual,938894664469
218756149,29,Individual,845926045743
218756545,46,Individual,786062197268
218805041,31,Individual,555352147845
218820022,73,Individual,806751648395
218820281,38,Individual,410582206536
218868511,31,Individual,586405465387
218869826,82,Individual,324742076954
218887662,42,Individual,82202729114
218921448,67,Individual,281057691077
218926952,64,Individual,570503028769
218933427,34,Individual,32901539708
218942617,52,Individual,482876823395
218957100,25,Individual,423171953941
218986315,73,Individual,207200725129
219000287,45,Individual,264045366263
219038535,45,Individual,879424767602
219133924,56,Individual,484344080308
219140670,12,Individual,118615313437
219145285,46,Individual,260250231185
219155640,56,Individual,785326619571
219243676,65,Individual,90113921431
219247809,32,Individual,365485793547
219343809,,Individual,793416031736
219433481,51,Individual,713695490028
219444796,12,Individual,558023969595
219471654,50,Individual,381378525948
219487323,,Individual,350363638622
219538512,46,Individual,352150377108
219599628,23,Individual,529912503240
219606030,65,Individual,167433588064
219608404,53,Individual,212338901609
219609335,52,Individual,602665802326
219653028,47,Individual,226759513451
219656233,48,Corporate,585830456463
219663770,68,Individual,192107164318
219684727,,Individual,648032808846
219731763,68,Individual,925752910453
219743177,82,Individual,920523863657
219743604,30,Individual,835427262222
219756827,55,Individual,430919004185
219786202,82,Individual,10270776605
219794402,82,Individual,982999582372
219848567,31,Individual,521917500210
219965588,57,Individual,398014783524
220003175,54,Individual,879859784318
220053638,60,Individual,457297262641
220084168,68,Individual,91359626669
220131699,67,Individual,724739660953
220139239,54,Individual,10270776605
220170699,63,Individual,640271886487
220194765,75,Individual,922433802739
220238128,32,Individual,503311417561
220238750,51,Individual,972392282036
220241547,64,Individual,898900732150
220258896,56,Individual,654090155672
220310135,23,Individual,623239667693
220326481,40,Individual,667666339843
220372821,44,Individual,275957523488
220398539,60,Individual,218038573249
220403721,15,Individual,336550872505
220410635,49,Individual,264544293251
220425033,27,Individual,756808163335
220451258,98,Individual,685487620025
220568452,60,Individual,320560773280
220597369,27,Individual,535965070462
220646735,40,Individual,667666339843
220764747,34,Individual,574220839489
220797429,76,Individual,937028401673
220807684,51,Individual,906182328829
220834094,35,Individual,936720015764
220842240,12,Individual,707912148470
220880831,50,Individual,593865499432
220890204,67,Individual,691494424054
220914659,55,Individual,34468244259
220920935,69,Individual,237733701963
220985016,14,Individual,566323382740
220995947,46,Individual,924099395647
221011311,26,Individual,488830668880
221024088,45,Individual,83024980898
221039076,16,Corporate,677911895099
221060522,20,Individual,624555773988
221127873,54,Individual,437827696414
221170903,51,Individual,348505443326
221193541,12,Individual,446965455664
221203525,31,Individual,179192797455
221253419,56,Individual,855383537478
221293721,23,Individual,915519787639
221306774,57,Individual,868912992813
221320549,26,Individual,624721391909
221440596,82,Individual,47929599987
221491536,35,Individual,936720015764
221518236,49,Individual,431516054525
221557968,73,Individual,575750642708
221587165,34,Individual,485836530335
221636105,25,Individual,432911487827
221679185,68,Corporate,287478777077
221696245,18,Corporate,74851219961
221701925,50,Corporate,200074612220
221742787,38,Individual,37040158097
221760015,67,Individual,414688763216
221771581,46,Individual,355287870733
221784202,76,Individual,278566367118
221797849,54,Individual,482493915602
221842771,11,Corporate,96044523698
221882276,46,Individual,465090821405
221902853,82,Individual,877373878351
221914550,48,Individual,341621247001
221952745,41,Individual,276458788913
221981275,11,Individual,255651822434
221999291,23,Individual,237926798659
222142209,54,Individual,749886725274
222161173,10,Individual,884659074077
222169456,11,Corporate,375262940316
222216652,73,Individual,4929203355
222228302,98,Individual,119409089663
222246078,51,Individual,113398557911
222246417,41,Corporate,467302571748
222248633,14,Individual,95999267196
222279442,10,Individual,321588802127
222283737,64,Individual,831712627540
222295844,43,Individual,997728159567
222313318,52,Individual,109050481092
222352080,32,Individual,920866564513
222380633,26,Individual,932631144270
222467997,76,Individual,819493138028
222528682,35,Individual,581482821455
222531932,53,Individual,515930018885
222603119,56,Corporate,779615616215
222652425,51,Individual,982563145454
222655139,40,Individual,558566807348
222666979,59,Individual,386957617518
222746655,82,Individual,562466595950
222747254,52,Individual,858594223068
222752582,64,Individual,107768558627
222822903,73,Individual,371145369547
222890167,82,Individual,752373580650
222892966,79,Individual,448426429085
222899835,56,Individual,186921219924
222956436,73,Individual,525532071793
222966405,54,Individual,6814453620
223013321,54,Individual,841989984260
223047943,52,Individual,250962349198
223101502,57,Individual,630095048795
223101531,53,Individual,123732314960
223105964,38,Individual,288279907260
223108555,19,Individual,667479309475
223169872,64,Individual,315827297445
223186453,80,Individual,302115461306
223219625,22,Individual,854481749570
223245580,27,Corporate,93282143977
223252494,46,Individual,466228326944
223266461,75,Individual,625957650396
223280691,54,Individual,397429614630
223281068,33,Individual,150073293208
223308006,13,Individual,804444396830
223314057,54,Individual,295115332475
223385807,,Individual,300253072214
223388723,58,Individual,56618343389
223402347,46,Corporate,57858649517
223410447,61,Individual,294165749679
223447235,55,Individual,872407133301
223479868,64,Individual,988899900198
223521467,76,Individual,760209773598
223569320,82,Individual,757272756736
223569386,45,Individual,786104359478
223592292,54,Individual,799516664619
223601466,64,Individual,875233449209
223680606,68,Individual,724294117777
223714060,12,Individual,522594073936
223716291,52,Individual,325718341998
223725825,54,Individual,383245770415
223759768,64,Individual,163298376705
223780246,18,Individual,358489432889
223786392,16,Individual,26491691670
223819979,31,Individual,566203149574
223823414,68,Individual,95076788840
223862940,34,Corporate,169135676253
223886653,52,Individual,603467849558
223892753,,Individual,865748224356
223895783,30,Individual,240057516067
223957697,,Individual,191149618642
224063063,65,Individual,90113921431
224063839,12,Individual,62467561552
224078764,43,Individual,615469821921
224104629,56,Individual,392932798834
224106375,25,Individual,492907925932
224112300,64,Individual,697405538807
224134448,55,Individual,701917466856
224183661,46,Individual,115721892680
224189657,14,Individual,694101389732
224244089,59,Individual,325811834995
224257762,46,Individual,760963473456
224306958,46,Individual,513090640573
224337018,61,Individual,294165749679
224348724,73,Individual,521008302651
224383954,73,Individual,483579294148
224403188,23,Individual,993903177604
224453110,64,Individual,1845733003
224497245,12,Individual,833101872585
224516391,73,Individual,521460129200
224529388,55,Individual,641651447315
224541082,,Individual,329290043413
224546961,54,Individual,270914042514
224555294,27,Individual,867078432882
224561163,53,Individual,670188734670
224612865,51,Individual,847183097063
224647821,54,Individual,469047667154
224649634,28,Individual,44772528910
224710936,76,Individual,293927603235
224723624,60,Individual,615502821250
224732130,65,Individual,522557272387
224783514,23,Individual,983402671158
224791757,52,Individual,743820377294
224818291,43,Individual,812318196882
224880975,64,Individual,74937137530
224885744,64,Individual,19038705372
224904493,52,Individual,326485854635
225068760,24,Individual,337166317364
225069353,73,Individual,294167955638
225078099,58,Individual,109919298636
225083350,56,Individual,464599422799
225208482,,Individual,256878910132
225211686,26,Individual,687098073479
225230346,31,Individual,132825902869
225320487,68,Individual,386564578296
225340287,54,Individual,240716987868
225345773,42,Individual,229233904376
225348372,73,Individual,570396318436
225383930,64,Individual,691340881998
225398412,82,Individual,802537797856
225399467,57,Individual,650298119240
225406810,64,Individual,517004484011
225421991,,Individual,635037781925
225450098,52,Individual,704496997114
225460266,41,Individual,798120482762
225548934,62,Corporate,655247667491
225567985,27,Individual,611273512942
225593578,16,Individual,803168748857
225634824,73,Individual,391586880485
225679766,75,Individual,845710262780
225732840,58,Individual,948229955326
225733889,54,Individual,59492141900
225779777,11,Corporate,406880304233
225782869,64,Individual,9750203134
225821306,38,Corporate,136177547200
225831484,56,Individual,195138330435
225860425,51,Individual,96153117117
225881162,67,Individual,453882418073
225959067,62,Corporate,978815833975
225981945,68,Individual,412463761813
226022190,23,Individual,633157275391
226051292,49,Corporate,360895651156
226079097,48,Corporate,661528853696
226109504,56,Individual,918312576988
226152483,82,Individual,839681084913
226200420,75,Individual,549730974573
226214321,73,Individual,707194735895
226225869,58,Individual,221771563648
226226473,31,Individual,656255506037
226285545,30,Individual,308972839013
226288178,50,Individual,323819647995
226335837,52,Individual,410174938495
226348563,53,Individual,830582818910
226351907,53,Individual,442628313802
226360235,54,Corporate,133779233623
226365427,29,Individual,436559018292
226447265,64,Individual,228371373347
226450507,46,Individual,962509161235
226455548,52,Individual,96866675424
226486702,46,Individual,91893518143
226488967,60,Individual,726874927135
226511123,59,Individual,649678903079
226523739,12,Individual,979450516300
226554829,54,Individual,994409142338
226584177,11,Corporate,654134926357
226585450,41,Individual,84758981334
226658152,68,Individual,584457575487
226661072,15,Individual,246165757893
226668193,11,Corporate,673817936120
226694779,46,Individual,600842310909
226738598,56,Individual,642410867905
226775186,52,Individual,89471417743
226815748,56,Individual,924733014565
226823525,64,Individual,792614194008
226847700,64,Individual,450775750400
226885895,82,Individual,313254543097
226889222,54,Individual,980951984265
226903795,,Individual,749781076617
226910026,44,Individual,481981504639
226962167,40,Individual,463392159231
226970393,51,Corporate,136177547200
227045886,82,Individual,520097662199
227075318,47,Individual,497036650955
227123266,49,Corporate,890127563733
227201692,54,Corporate,133779233623
227202517,12,Individual,161639142298
227223897,16,Individual,112765006911
227229653,52,Individual,499148826643
227266080,60,Individual,857187154644
227303500,33,Corporate,972390695379
227313220,44,Individual,246488987154
227454054,82,Individual,403215329073
227491858,10,Individual,830182761092
227519673,76,Corporate,218919824984
227531192,11,Individual,920905843536
227572529,27,Individual,674997468375
227574000,13,Individual,667318650139
227634050,76,Individual,55060464593
227696298,23,Individual,422971832986
227744293,75,Individual,499735276622
227793039,55,Individual,118424572201
227799716,67,Individual,321488710605
227815641,54,Individual,992556270812
227826089,51,Individual,498276468056
227887433,52,Individual,908429729899
227916744,43,Individual,9203803392
227930943,23,Individual,349285142927
227975759,,Individual,933072309688
228074044,28,Individual,347423564928
228088077,46,Individual,159047656314
228100629,54,Individual,811902860161
228111772,53,Individual,75168615439
228120754,64,Individual,321201937788
228121800,56,Individual,870346618158
228127760,27,Individual,447213791779
228182037,54,Individual,944600000822
228184288,41,Individual,608474361245
228227195,56,Individual,670505347725
228235284,64,Individual,593010705462
228239666,73,Individual,87984588057
228264922,64,Individual,444673991981
228293474,64,Individual,40682687899
228345738,45,Individual,944039469134
228358757,53,Individual,474846265048
228387069,60,Individual,937370909370
228391622,99,Corporate,763903097885
228396777,53,Individual,322887263703
228411917,46,Individual,734660148129
228446068,57,Individual,691571385432
228500024,72,Individual,580993301098
228517830,73,Individual,157969644841
228536292,54,Individual,827032574296
228583295,57,Individual,468189491288
228611852,64,Individual,731953047143
228646415,55,Individual,633577505962
228648082,39,Individual,225738500623
228660513,51,Individual,19866028943
228699098,53,Individual,204826032698
228753301,46,Individual,747127287280
228760376,18,Individual,176324063742
228777451,45,Individual,520571895912
228839527,46,Individual,553050377870
229029509,64,Individual,98031434612
229040295,53,Individual,892822872674
229050220,38,Individual,900849721554
229063741,56,Individual,189119014630
229079299,79,Corporate,763288561035
229103445,31,Individual,153644213569
229126352,52,Individual,483573833797
229168872,35,Individual,522300986733
229269705,46,Individual,47484496937
229288795,82,Individual,205391281474
229294648,54,Individual,841513170929
229441413,33,Individual,523015724230
229474074,52,Individual,401100993420
229485662,21,Individual,368457586886
229518370,52,Individual,408587772103
229618444,82,Individual,393266590030
229642943,33,Individual,503827652358
229693327,41,Individual,541449913708
229707744,42,Individual,947158994165
229713265,76,Individual,51367929817
229714493,51,Individual,835028872352
229877142,68,Individual,126066575276
229884487,75,Individual,947246743834
229896683,56,Individual,189119014630
229908664,22,Individual,941128762366
229948348,31,Individual,5078623858
229949487,,Individual,400006045246
229952967,57,Individual,988643010703
229964741,80,Individual,380153164918
230059742,20,Individual,371478001573
230094265,64,Individual,861142995269
230200780,61,Individual,967175554966
230289913,63,Individual,93378273642
230291046,52,Individual,733394424151
230307603,62,Corporate,722695017362
230334646,53,Individual,280179411891
230367375,52,Individual,696999074259
230382365,31,Individual,742189422463
230384955,65,Individual,791124858111
230386800,16,Individual,907829908653
230403615,54,Individual,421890905337
230408946,25,Individual,963031726969
230431760,,Individual,85164105534
230445482,53,Individual,83460193698
230524789,79,Individual,467910288722
230540216,60,Individual,840704534947
230563843,80,Individual,696485143739
230567976,26,Corporate,5897668075
230573449,48,Corporate,680312273313
230577741,46,Individual,60111369435
230614022,64,Individual,547402617780
230618189,76,Individual,636824773018
230637411,43,Individual,194728476350
230658884,15,Individual,486016138696
230666582,59,Individual,101930487169
230759207,16,Individual,142965234574
230763383,,Individual,513029400038
230780560,69,Individual,237733701963
230871109,21,Individual,261003417901
230895971,60,Individual,919165573753
230919891,51,Individual,548352647563
230942011,51,Individual,611273512942
230991970,68,Individual,740737517982
231026986,15,Individual,297097747359
231064649,40,Individual,341155324179
231069054,73,Individual,813539561092
231077961,67,Individual,391053365419
231082676,64,Individual,837408679879
231093654,48,Individual,255594542008
231132682,23,Corporate,6908724016
231149313,82,Individual,390042706495
231178174,58,Individual,313132855527
231195065,10,Individual,638208660421
231261171,55,Individual,468610139387
231269158,,Individual,88601347206
231272838,65,Individual,421795073301
231356859,52,Individual,264366976579
231357460,73,Individual,710545100572
231392737,67,Individual,471222674363
231406232,64,Individual,271941062376
231413884,82,Individual,113788528414
231469130,65,Individual,496693706161
231487531,50,Individual,598560834018
231490321,76,Individual,811765365298
231509547,53,Individual,45342699539
231518069,60,Individual,459399965473
231605873,64,Individual,108191736941
231614061,33,Individual,833306988568
231645170,13,Corporate,548954323825
231688135,54,Individual,793402332300
231698574,49,Corporate,947083580134
231742906,64,Individual,589573379209
231774898,,Individual,892645721740
231778381,49,Individual,218800371363
231816684,73,Individual,428232887692
231823953,11,Corporate,328825446139
231839351,51,Individual,57720893208
231870113,63,Individual,462999419633
231872843,60,Individual,874904402547
231885280,52,Individual,529133840958
231901997,34,Individual,423317022065
231908378,22,Individual,758832134129
231940459,59,Individual,60755545062
231968305,52,Individual,490939244753
232031344,50,Individual,938695146340
232033787,57,Individual,499292545186
232056577,35,Individual,429158826043
232056846,76,Individual,440611308169
232080212,49,Corporate,458975542822
232103175,53,Individual,146610981486
232181569,56,Individual,58063550426
232191636,82,Individual,407835988726
232199324,51,Individual,477968568068
232215779,64,Individual,142803671274
232328911,24,Individual,689925392055
232337634,90,Individual,269084680542
232435572,56,Individual,845902168686
232442780,82,Individual,325733842177
232442970,73,Individual,806751648395
232448403,50,Individual,845891248070
232481234,73,Individual,554917005349
232482694,20,Individual,28241245280
232569874,65,Individual,819555764847
232588566,26,Individual,521247672190
232639297,46,Individual,479907529630
232640307,52,Individual,410653683720
232657568,41,Individual,798120482762
232665842,64,Individual,147914680393
232691386,61,Individual,625446441251
232697675,53,Individual,784032297640
232798830,53,Individual,947167465853
232930005,65,Individual,311449304363
232935924,75,Individual,777191730999
232941763,64,Individual,214851686071
232988818,10,Individual,393483951012
232998349,27,Individual,830577079234
233045727,53,Individual,258558245912
233048840,52,Individual,12590833448
233070559,67,Individual,290365452756
233090754,25,Individual,803853999984
233106683,51,Individual,876541644898
233110936,53,Individual,510067353954
233138099,66,Individual,719341065244
233138737,63,Individual,902960765337
233206724,67,Individual,949422542369
233239142,65,Individual,786617243185
233259079,56,Individual,170825375000
233284563,80,Corporate,731151125810
233289852,24,Individual,372258324385
233305214,57,Individual,870881471239
233355250,59,Corporate,231579052647
233377342,60,Individual,568191542080
233390843,,Individual,196329814345
233434239,53,Individual,31816790153
233458845,68,Individual,434672879624
233481994,52,Individual,401510074583
233485526,60,Individual,676182316888
233537023,51,Individual,468227661417
233538053,41,Individual,748935650918
233594372,69,Individual,244263038897
233649399,51,Individual,180842068543
233700675,73,Individual,693812159770
233719842,42,Individual,7004924315
233776083,52,Individual,642239851416
233781814,11,Individual,138187027055
233818608,73,Individual,384199548497
233883447,63,Individual,696746504509
233928741,43,Individual,577978034479
233932346,14,Individual,792897749530
233945858,76,Individual,971490134721
233947942,79,Individual,781733489144
234117435,64,Individual,168863073845
234247388,52,Individual,170030279805
234254067,76,Individual,819536235888
234271394,51,Individual,498276468056
234279069,55,Individual,739173812237
234336025,56,Corporate,475868184787
234347016,68,Corporate,19667740199
234348699,30,Individual,165908403558
234394410,66,Individual,576640735274
234407008,26,Individual,563395582515
234419276,82,Individual,486953463307
234425201,33,Individual,364225865479
234435948,75,Individual,744696858578
234460177,57,Individual,836749358904
234497534,44,Individual,791075606279
234517402,21,Individual,937863560523
234541795,79,Individual,750039072517
234565372,43,Individual,699760509670
234570117,22,Individual,496804002797
234585545,56,Individual,327798379219
234633016,15,Individual,236228358414
234643435,48,Individual,775622662748
234656601,56,Individual,745989604670
234681405,10,Individual,75576778480
234737147,82,Individual,294914745023
234765265,65,Individual,256422215088
234773876,57,Individual,315978583864
234774078,55,Corporate,618745655151
234821648,56,Individual,781085855859
234869791,59,Individual,494411442267
235003526,15,Corporate,406398292968
235070708,30,Individual,792912790642
235097525,51,Individual,383758814807
235119835,40,Individual,811210607551
235132541,53,Individual,232717317371
235305819,64,Individual,216824862696
235329442,13,Individual,736728368364
235350009,65,Individual,998752475051
235353933,73,Individual,807476709083
235372538,,Individual,670324762535
235382305,13,Individual,654983725168
235392523,65,Individual,169633609345
235398028,23,Individual,633157275391
235517312,73,Individual,147687111601
235555749,68,Individual,189923027617
235621053,24,Individual,864464943050
235629266,58,Individual,906413467171
235644403,36,Corporate,515284655067
235681329,62,Individual,524282980960
235700776,67,Individual,206600052304
235705711,,Individual,352152478887
235763774,,Individual,676139503675
235769362,60,Individual,714982665863
235808056,52,Individual,781489459601
235819572,,Individual,106944295727
235895263,46,Individual,300642456412
235908041,73,Individual,924388000744
235964399,54,Individual,926868945775
235999322,56,Individual,32693860338
235999412,54,Individual,625318240019
236001272,53,Individual,571814734210
236031764,,Individual,260368480004
236040639,52,Individual,766258859859
236050414,24,Individual,116965408793
236066550,65,Individual,842003330909
236069550,,Individual,524221393436
236089795,65,Individual,240876323526
236105948,20,Individual,442654416225
236143158,52,Individual,846409235373
236173524,82,Individual,397796881088
236190509,54,Individual,669993166833
236214007,12,Individual,47521897615
236263764,29,Individual,563477672847
236285946,55,Individual,898880299624
236321496,48,Corporate,762034688759
236354054,57,Individual,243034670949
236426247,56,Individual,955961168985
236454984,31,Individual,231085966463
236493788,62,Corporate,480826432364
236513088,53,Individual,894974618352
236523497,51,Individual,552981755262
236600258,57,Individual,248048052371
236704212,60,Individual,589406175809
236715102,54,Individual,641677415403
236723499,68,Individual,327123943586
236765155,60,Individual,877414346541
236776548,68,Individual,241113538421
236777774,76,Individual,899291476515
236818905,75,Individual,659904063
236826579,18,Individual,377956083663
236831897,82,Individual,343355621156
236879848,15,Individual,236311886163
236987497,67,Individual,57023229431
237000976,79,Individual,781733489144
237109466,25,Individual,996466711664
237185607,30,Individual,662495722477
237227140,73,Individual,482135649339
237244625,45,Individual,202381733219
237254389,33,Individual,580149199364
237277671,33,Individual,900816895201
237295824,53,Individual,948839704856
237335309,82,Individual,310560588534
237350282,12,Individual,846083369361
237365691,60,Individual,612455988736
237411204,56,Individual,686909587020
237440477,69,Individual,69059468176
237513326,52,Individual,566715789606
237651721,56,Individual,699195717505
237664910,64,Individual,387615420425
237670803,42,Individual,412595996195
237697418,23,Individual,731743291634
237707673,38,Individual,981981672930
237733352,54,Individual,584250410291
237814326,33,Individual,870747520561
237863347,54,Individual,796712279953
237918988,66,Individual,167316142104
237922672,51,Individual,90341934455
237939570,60,Corporate,7907682392
237947266,52,Individual,70014671326
237964077,50,Individual,178906590426
238007210,80,Individual,816972096973
238023952,64,Individual,646870447113
238081428,19,Corporate,584884868888
238104882,64,Individual,936833588219
238140866,78,Individual,795830274991
238192836,78,Individual,972328257785
238198283,67,Individual,403474803992
238227865,65,Individual,930585583917
238253449,65,Individual,88414554797
238254798,39,Individual,513928923123
238277082,33,Individual,330147116033
238325144,53,Individual,368962429764
238422155,61,Individual,422354014879
238424418,65,Individual,84918412145
238445010,64,Individual,608550507699
238470000,11,Corporate,39579309709
238473587,57,Individual,65744385340
238485262,54,Individual,70281107507
238526700,40,Corporate,395966770787
238632759,29,Individual,490259663521
238676719,25,Individual,963031726969
238781346,12,Individual,331327986371
238794366,64,Individual,186880393888
238798761,28,Individual,532487483193
238831189,82,Individual,623585433873
238860649,60,Individual,515803037656
238870227,59,Individual,751764890554
238889593,54,Individual,320797083641
238896069,80,Individual,585244138270
238929379,54,Individual,178701278757
238930781,52,Individual,617653795082
238964233,36,Individual,356800982435
239018652,31,Corporate,123272276446
239058315,46,Individual,1516294874
239069608,23,Individual,309037044675
